epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,116.103,0.58478,0.59808,0.7892,0.72109,0.75,0.72863,0.62449,0.64992,1.67977,0.85149,0.000671301,0.000671301,0.000671301
183,116.689,0.56021,0.45736,0.78993,0.5,0.75,0.67902,0.5856,0.57665,2.68333,0.8516,0.0006658,0.0006658,0.0006658
184,117.276,0.59722,0.50015,0.79715,0.52381,0.75,0.71053,0.62986,0.56493,2.71368,0.84751,0.000660299,0.000660299,0.000660299
185,117.916,0.48894,0.47424,0.82897,0.39773,0.83333,0.63645,0.54061,0.5864,2.4565,0.84392,0.000654798,0.000654798,0.000654798
186,118.492,0.47121,0.5428,0.81284,0.71664,0.61979,0.75799,0.63024,0.66806,2.00836,0.86108,0.000649297,0.000649297,0.000649297
187,119.14,0.60539,0.64259,0.77551,0.57848,0.79512,0.78601,0.62737,0.63826,1.35404,0.85767,0.000643795,0.000643795,0.000643795
188,119.681,0.36803,0.75287,0.59703,0.62894,0.78202,0.78941,0.683,0.5368,1.36412,0.84219,0.000638294,0.000638294,0.000638294
189,120.348,0.51888,0.54819,0.8194,0.60677,0.64986,0.79969,0.64564,0.55573,1.74046,0.84262,0.000632793,0.000632793,0.000632793
190,121.049,0.62784,0.53881,0.79253,0.52769,0.61823,0.79461,0.69521,0.5212,1.61969,0.8385,0.000627292,0.000627292,0.000627292
191,121.757,0.59262,0.62899,0.77951,0.52817,0.66481,0.76969,0.59388,0.61402,1.48499,0.85378,0.000621791,0.000621791,0.000621791
192,122.497,0.65097,0.63907,0.83914,0.47137,0.72223,0.74354,0.58648,0.6538,1.31956,0.86309,0.00061629,0.00061629,0.00061629
193,123.25,0.45373,0.43515,0.79292,0.54709,0.79804,0.77125,0.61467,0.64863,1.03302,0.87633,0.000610789,0.000610789,0.000610789
194,123.844,0.5227,0.47828,0.78839,0.89676,0.41667,0.76433,0.5912,0.69007,1.33668,0.89139,0.000605288,0.000605288,0.000605288
195,124.445,0.60342,0.5079,0.77619,0.46165,0.6843,0.75476,0.62484,0.63174,1.52096,0.86658,0.000599787,0.000599787,0.000599787
196,125.034,0.4167,0.47742,0.60798,0.56351,0.75562,0.80879,0.6716,0.59482,1.32418,0.85848,0.000594286,0.000594286,0.000594286
197,125.673,0.49411,0.54441,0.8052,0.57175,0.70686,0.76153,0.66448,0.53853,1.25449,0.83672,0.000588784,0.000588784,0.000588784
198,126.215,0.58758,0.49208,0.77454,0.48551,0.83333,0.70289,0.60145,0.59927,1.18232,0.83264,0.000583283,0.000583283,0.000583283
199,126.833,0.41469,0.46889,0.79412,0.46759,0.80841,0.69572,0.62836,0.5579,1.1113,0.83257,0.000577782,0.000577782,0.000577782
200,127.384,0.51699,0.4618,0.77217,0.59682,0.58333,0.63414,0.55515,0.5688,1.27785,0.83437,0.000572281,0.000572281,0.000572281
201,127.988,0.35451,0.68621,0.5865,0.5505,0.66169,0.52227,0.46001,0.54657,1.96418,0.82796,0.00056678,0.00056678,0.00056678
202,128.621,0.50961,0.52031,0.83257,0.41111,0.83333,0.5787,0.50776,0.61701,1.91169,0.8373,0.000561279,0.000561279,0.000561279
203,129.169,0.45627,0.43176,0.77258,0.51793,0.66667,0.60583,0.53126,0.59036,1.4876,0.83478,0.000555778,0.000555778,0.000555778
