epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
47,115.5,0.66099,1.38129,0.81981,0.51255,0.67461,0.57793,0.49686,0.60215,1.18066,0.77738,0.00141395,0.00141395,0.00141395
48,117.339,0.63886,1.40511,0.81609,0.5611,0.33737,0.41117,0.34931,0.57304,1.95925,0.77409,0.00140845,0.00140845,0.00140845
49,119.182,0.60758,1.28913,0.82048,0.55891,0.63766,0.61393,0.54163,0.50752,1.36856,0.76625,0.00140295,0.00140295,0.00140295
50,120.955,0.63198,1.26786,0.82197,0.48661,0.50255,0.49884,0.42672,0.57686,1.50409,0.76838,0.00139745,0.00139745,0.00139745
51,122.795,0.63418,1.22753,0.81853,0.51421,0.54463,0.55299,0.48704,0.53415,1.35126,0.76622,0.00139195,0.00139195,0.00139195
52,124.569,0.62186,1.19724,0.8113,0.45677,0.61926,0.5198,0.4458,0.5996,1.36596,0.77382,0.00138644,0.00138644,0.00138644
53,126.488,0.61708,1.23094,0.81354,0.48171,0.78871,0.62396,0.54252,0.54512,1.18863,0.7673,0.00138094,0.00138094,0.00138094
54,128.365,0.6208,1.21469,0.81285,0.5881,0.57431,0.61254,0.53153,0.54893,1.29428,0.76671,0.00137544,0.00137544,0.00137544
55,130.53,0.5782,1.20131,0.81346,0.52472,0.63069,0.6175,0.54134,0.51606,1.1612,0.76481,0.00136994,0.00136994,0.00136994
56,132.622,0.60691,1.20387,0.79935,0.50691,0.66071,0.59284,0.49625,0.63105,1.25576,0.77702,0.00136444,0.00136444,0.00136444
57,134.432,0.63249,1.09019,0.81803,0.50064,0.60077,0.55043,0.48024,0.53793,1.65902,0.76681,0.00135894,0.00135894,0.00135894
58,136.281,0.60183,1.27443,0.80414,0.65591,0.44962,0.56175,0.48968,0.56071,1.84642,0.7704,0.00135344,0.00135344,0.00135344
59,138.095,0.6036,1.23719,0.81505,0.48744,0.6537,0.56823,0.49852,0.50685,1.48927,0.76227,0.00134794,0.00134794,0.00134794
60,139.977,0.58316,1.35458,0.82076,0.49667,0.63202,0.55512,0.48555,0.506,1.22778,0.76732,0.00134244,0.00134244,0.00134244
61,142.166,0.59724,1.31027,0.81397,0.53648,0.59013,0.5693,0.48963,0.5443,1.32745,0.77066,0.00133693,0.00133693,0.00133693
62,144.398,0.59028,1.17033,0.81117,0.48945,0.60644,0.56114,0.48011,0.55924,1.50417,0.7638,0.00133143,0.00133143,0.00133143
63,146.746,0.59968,1.31888,0.81135,0.59316,0.60013,0.62633,0.54935,0.53918,1.18426,0.76309,0.00132593,0.00132593,0.00132593
64,149.113,0.57765,1.11172,0.81898,0.60479,0.55293,0.61787,0.52475,0.59054,1.49399,0.77525,0.00132043,0.00132043,0.00132043
65,151.065,0.5994,1.09283,0.81941,0.57674,0.57781,0.59127,0.50258,0.58053,1.32578,0.77255,0.00131493,0.00131493,0.00131493
66,152.802,0.61795,1.23773,0.81319,0.57806,0.53688,0.58258,0.5011,0.54553,1.33539,0.76958,0.00130943,0.00130943,0.00130943
67,154.621,0.6066,1.18694,0.81114,0.5263,0.54756,0.55607,0.49355,0.51823,1.58757,0.7628,0.00130393,0.00130393,0.00130393
68,156.426,0.58886,1.18966,0.81467,0.55922,0.66709,0.62494,0.54627,0.54636,1.15451,0.76759,0.00129843,0.00129843,0.00129843
69,158.156,0.59591,1.19567,0.80292,0.5022,0.64322,0.59932,0.5241,0.52988,1.34106,0.76939,0.00129293,0.00129293,0.00129293
70,159.99,0.56843,1.22452,0.80572,0.6067,0.58291,0.62271,0.54066,0.52191,1.20794,0.76693,0.00128742,0.00128742,0.00128742
71,161.82,0.57848,1.13714,0.81244,0.49666,0.68296,0.59667,0.52581,0.50833,1.38984,0.76333,0.00128192,0.00128192,0.00128192
72,163.558,0.59354,1.50145,0.80241,0.566,0.5287,0.54161,0.47985,0.49397,1.57156,0.76333,0.00127642,0.00127642,0.00127642
73,165.408,0.58015,1.07274,0.80787,0.53378,0.62834,0.59267,0.50073,0.59818,1.26081,0.77038,0.00127092,0.00127092,0.00127092
74,167.647,0.59266,1.12174,0.80717,0.54603,0.63229,0.61125,0.53033,0.5449,1.32949,0.77097,0.00126542,0.00126542,0.00126542
75,169.474,0.58585,1.26347,0.81018,0.58674,0.72491,0.65165,0.55576,0.56218,1.05807,0.77506,0.00125992,0.00125992,0.00125992
76,171.301,0.58069,1.10302,0.81024,0.58768,0.54847,0.60259,0.53031,0.51776,1.23764,0.76631,0.00125442,0.00125442,0.00125442
77,173.159,0.55505,1.10913,0.80494,0.53335,0.63488,0.59452,0.51708,0.53698,1.2644,0.76936,0.00124892,0.00124892,0.00124892
78,174.931,0.54522,1.19207,0.80851,0.51594,0.62946,0.59236,0.51768,0.5181,1.23736,0.76141,0.00124342,0.00124342,0.00124342
79,176.647,0.59675,1.17449,0.80815,0.51487,0.47959,0.49697,0.43176,0.53223,1.56897,0.76337,0.00123791,0.00123791,0.00123791
80,178.5,0.58401,1.17638,0.80455,0.55155,0.6541,0.61719,0.54498,0.53766,1.18132,0.76453,0.00123241,0.00123241,0.00123241
81,180.638,0.58807,0.99724,0.80814,0.57506,0.64605,0.62921,0.55307,0.51279,1.3812,0.76265,0.00122691,0.00122691,0.00122691
82,182.878,0.55627,1.01147,0.80529,0.61713,0.56696,0.61508,0.54597,0.50216,1.25129,0.76162,0.00122141,0.00122141,0.00122141
83,185.103,0.57011,1.0666,0.81103,0.5351,0.67207,0.60473,0.5226,0.52682,1.21524,0.76101,0.00121591,0.00121591,0.00121591
84,186.898,0.56304,1.12643,0.81288,0.58918,0.49517,0.52516,0.45456,0.55265,1.62851,0.77117,0.00121041,0.00121041,0.00121041
85,188.701,0.55171,1.06581,0.81448,0.53362,0.60426,0.60693,0.54037,0.4946,1.17653,0.75879,0.00120491,0.00120491,0.00120491
86,190.503,0.56301,1.14964,0.81244,0.55007,0.5953,0.58803,0.51625,0.50638,1.23996,0.76312,0.00119941,0.00119941,0.00119941
87,192.231,0.54815,1.05541,0.79966,0.61665,0.60568,0.60552,0.53586,0.50389,1.28665,0.76653,0.00119391,0.00119391,0.00119391
88,194.143,0.55883,1.08275,0.80273,0.61148,0.49298,0.5467,0.47459,0.51333,1.34312,0.76429,0.0011884,0.0011884,0.0011884
89,195.962,0.57194,1.1503,0.80012,0.63806,0.54371,0.61386,0.53512,0.53609,1.36482,0.76382,0.0011829,0.0011829,0.0011829
90,197.769,0.57463,1.06812,0.80818,0.59139,0.53635,0.60472,0.52291,0.56654,1.36401,0.77065,0.0011774,0.0011774,0.0011774
91,199.601,0.56057,0.98809,0.80679,0.54176,0.64894,0.64877,0.57294,0.48946,1.26791,0.76455,0.0011719,0.0011719,0.0011719
92,201.506,0.56528,1.01524,0.80278,0.72084,0.30436,0.47471,0.41484,0.52141,2.63606,0.77213,0.0011664,0.0011664,0.0011664
93,203.628,0.55412,0.98457,0.8088,0.54075,0.66988,0.647,0.56841,0.50955,1.17863,0.76436,0.0011609,0.0011609,0.0011609
94,205.87,0.57678,0.99958,0.8071,0.58609,0.55293,0.58865,0.52035,0.52041,1.49976,0.76284,0.0011554,0.0011554,0.0011554
95,208.033,0.56969,1.20148,0.80932,0.48753,0.63656,0.60779,0.53297,0.51504,1.12643,0.76348,0.0011499,0.0011499,0.0011499
96,209.901,0.57576,0.98062,0.80881,0.54413,0.67793,0.60445,0.5305,0.49733,1.13711,0.76131,0.0011444,0.0011444,0.0011444
97,211.668,0.57311,0.96493,0.81072,0.50185,0.68977,0.60577,0.5313,0.52856,1.21066,0.76158,0.00113889,0.00113889,0.00113889
98,213.426,0.58552,1.05953,0.80197,0.54111,0.59439,0.60237,0.5239,0.51337,1.23903,0.76037,0.00113339,0.00113339,0.00113339
99,215.204,0.58459,1.04071,0.80944,0.52464,0.71355,0.62604,0.55687,0.49041,1.22351,0.76015,0.00112789,0.00112789,0.00112789
100,217.024,0.57574,0.96881,0.80789,0.5702,0.66132,0.61357,0.5455,0.48548,1.26077,0.75789,0.00112239,0.00112239,0.00112239
101,219.06,0.54824,0.97764,0.80514,0.56357,0.54719,0.58928,0.53303,0.46157,1.49993,0.75865,0.00111689,0.00111689,0.00111689
102,221.364,0.55993,0.93316,0.79966,0.55901,0.54528,0.59616,0.53175,0.48554,1.60118,0.7598,0.00111139,0.00111139,0.00111139
103,223.602,0.55518,0.95061,0.80684,0.54955,0.67557,0.58217,0.51824,0.46901,1.1763,0.75844,0.00110589,0.00110589,0.00110589
104,225.39,0.53284,0.99815,0.80027,0.64655,0.60969,0.68164,0.59506,0.52252,1.04384,0.76546,0.00110039,0.00110039,0.00110039
105,227.179,0.54911,1.01281,0.79924,0.52552,0.48533,0.49322,0.43244,0.50813,1.94654,0.76574,0.00109489,0.00109489,0.00109489
106,228.983,0.52955,0.94285,0.79745,0.56056,0.50015,0.54546,0.48312,0.492,1.51688,0.76432,0.00108938,0.00108938,0.00108938
107,230.806,0.52672,0.96184,0.79826,0.60514,0.45982,0.52267,0.46433,0.49653,1.87906,0.76542,0.00108388,0.00108388,0.00108388
108,232.684,0.48723,7.61562,0.73534,0.57723,0.62595,0.61401,0.54325,0.49667,1.11164,0.76226,0.00107838,0.00107838,0.00107838
109,234.595,0.56273,1.10599,0.81176,0.59432,0.60073,0.61021,0.53492,0.51045,1.3755,0.76523,0.00107288,0.00107288,0.00107288
110,236.432,0.53903,0.98686,0.8092,0.59239,0.56888,0.62693,0.55322,0.4887,1.53954,0.76236,0.00106738,0.00106738,0.00106738
111,238.143,0.54118,0.95119,0.80277,0.52517,0.74162,0.63137,0.56034,0.5006,1.20037,0.76256,0.00106188,0.00106188,0.00106188
112,240,0.54537,0.93402,0.79935,0.62756,0.68048,0.669,0.59142,0.48554,1.08402,0.76226,0.00105638,0.00105638,0.00105638
113,242.076,0.55469,0.92409,0.80587,0.61278,0.63393,0.64782,0.58272,0.48315,1.15324,0.76369,0.00105088,0.00105088,0.00105088
114,244.248,0.55612,1.40352,0.80196,0.61872,0.55804,0.59782,0.52825,0.49847,1.59077,0.76581,0.00104538,0.00104538,0.00104538
115,246.444,0.52397,0.94044,0.79708,0.58293,0.60969,0.62707,0.55384,0.49368,1.37551,0.76603,0.00103987,0.00103987,0.00103987
116,248.306,0.52984,0.84658,0.80323,0.53593,0.48057,0.54008,0.47468,0.50716,1.79135,0.76388,0.00103437,0.00103437,0.00103437
117,250.202,0.54816,0.97093,0.80566,0.61214,0.42861,0.504,0.44094,0.5156,2.08317,0.76378,0.00102887,0.00102887,0.00102887
118,251.955,0.52982,0.86968,0.79817,0.56575,0.66709,0.62016,0.55165,0.47826,1.14819,0.76086,0.00102337,0.00102337,0.00102337
119,253.739,0.54161,0.96813,0.81159,0.56957,0.63547,0.58772,0.52505,0.48246,1.19094,0.76403,0.00101787,0.00101787,0.00101787
120,255.512,0.53846,0.89107,0.8041,0.5121,0.54656,0.55793,0.49473,0.48561,1.57953,0.76091,0.00101237,0.00101237,0.00101237
121,257.459,0.52789,0.90876,0.79712,0.5415,0.58698,0.55869,0.49629,0.46083,1.36032,0.76002,0.00100687,0.00100687,0.00100687
122,259.752,0.53979,0.86218,0.80557,0.60931,0.43431,0.52386,0.45971,0.4767,1.60626,0.75865,0.00100137,0.00100137,0.00100137
123,261.949,0.48046,10.74,0.73044,0.49834,0.52105,0.52681,0.46693,0.47245,1.47316,0.75775,0.000995866,0.000995866,0.000995866
124,263.735,0.50788,0.85046,0.80091,0.50862,0.55421,0.55964,0.50455,0.46725,1.36252,0.76151,0.000990365,0.000990365,0.000990365
125,265.402,0.5276,0.88102,0.80029,0.62979,0.56952,0.58732,0.53037,0.46991,1.28603,0.76068,0.000984864,0.000984864,0.000984864
126,267.197,0.54279,0.87773,0.80747,0.5398,0.6452,0.621,0.55869,0.47591,1.27426,0.76209,0.000979362,0.000979362,0.000979362
127,269.061,0.52142,0.86946,0.79694,0.51266,0.68176,0.58934,0.52618,0.45918,1.20685,0.75862,0.000973861,0.000973861,0.000973861
128,270.931,0.55072,0.9018,0.79739,0.54109,0.57001,0.55959,0.49808,0.50206,1.23418,0.76549,0.00096836,0.00096836,0.00096836
129,272.684,0.51479,0.83992,0.79552,0.50912,0.59184,0.56431,0.50117,0.49558,1.27832,0.7608,0.000962859,0.000962859,0.000962859
130,274.477,0.52194,0.90872,0.79742,0.54486,0.51531,0.53504,0.47494,0.47587,1.91805,0.7629,0.000957358,0.000957358,0.000957358
131,276.242,0.52747,0.86248,0.80134,0.57988,0.43338,0.53107,0.47312,0.48261,2.25361,0.76063,0.000951857,0.000951857,0.000951857
132,278.13,0.54122,0.99661,0.8044,0.61745,0.56969,0.61988,0.54643,0.48913,1.18573,0.76478,0.000946356,0.000946356,0.000946356
133,279.988,0.54874,0.85501,0.80949,0.53632,0.68367,0.60234,0.53631,0.46192,1.16627,0.75928,0.000940855,0.000940855,0.000940855
134,282.126,0.52086,0.87668,0.79943,0.54306,0.62244,0.58477,0.51565,0.48687,1.46605,0.76271,0.000935354,0.000935354,0.000935354
135,284.315,0.53191,0.88103,0.79668,0.6461,0.36224,0.49121,0.42979,0.51369,2.52094,0.77047,0.000929853,0.000929853,0.000929853
136,286.396,0.52648,0.8383,0.79679,0.53452,0.53125,0.54777,0.48725,0.46756,1.56854,0.7605,0.000924352,0.000924352,0.000924352
137,288.191,0.50173,0.81836,0.79957,0.52214,0.68622,0.63066,0.56216,0.47633,1.23435,0.76233,0.00091885,0.00091885,0.00091885
138,290.029,0.51546,0.85223,0.80176,0.55659,0.58163,0.59966,0.53319,0.51828,1.43883,0.76382,0.000913349,0.000913349,0.000913349
139,291.788,0.50895,0.84894,0.79708,0.59477,0.62012,0.64064,0.56367,0.47535,1.25212,0.76218,0.000907848,0.000907848,0.000907848
140,293.654,0.50996,0.78298,0.79822,0.56877,0.57781,0.59992,0.53184,0.48236,1.36769,0.75717,0.000902347,0.000902347,0.000902347
141,295.559,0.52094,0.75698,0.79319,0.57416,0.59507,0.59764,0.53363,0.45804,1.44877,0.75796,0.000896846,0.000896846,0.000896846
142,297.718,0.51535,0.82645,0.79434,0.60527,0.5858,0.63214,0.56649,0.44695,1.23671,0.75657,0.000891345,0.000891345,0.000891345
143,299.937,0.51978,0.81388,0.79642,0.59124,0.64403,0.64584,0.57929,0.46094,1.06745,0.75746,0.000885844,0.000885844,0.000885844
144,301.948,0.53167,0.87536,0.80637,0.5475,0.6014,0.59676,0.53069,0.47294,1.39023,0.76171,0.000880343,0.000880343,0.000880343
145,303.75,0.51207,0.77997,0.79927,0.56036,0.63205,0.61613,0.54392,0.48745,1.26119,0.76396,0.000874842,0.000874842,0.000874842
146,305.599,0.49732,0.7843,0.79357,0.64631,0.62193,0.6362,0.56348,0.46902,1.11845,0.76099,0.00086934,0.00086934,0.00086934
147,307.378,0.50659,0.77014,0.79287,0.52854,0.63645,0.58524,0.52423,0.46346,1.25222,0.76314,0.000863839,0.000863839,0.000863839
148,309.112,0.5258,0.87214,0.80144,0.58493,0.62264,0.61849,0.54903,0.49308,1.46796,0.76533,0.000858338,0.000858338,0.000858338
149,310.938,0.52398,0.81347,0.79892,0.5605,0.5096,0.56205,0.50178,0.48603,1.67781,0.76896,0.000852837,0.000852837,0.000852837
150,312.719,0.53943,0.82955,0.79328,0.61843,0.40103,0.49038,0.43793,0.49883,2.13745,0.76751,0.000847336,0.000847336,0.000847336
151,314.512,0.50821,0.74044,0.80152,0.56069,0.64349,0.60441,0.5391,0.49347,1.30751,0.7646,0.000841835,0.000841835,0.000841835
152,316.357,0.5165,0.80299,0.79387,0.55866,0.59184,0.58263,0.52558,0.46539,1.65355,0.76269,0.000836334,0.000836334,0.000836334
153,318.179,0.50857,0.7812,0.79872,0.58261,0.6014,0.59721,0.53678,0.44798,1.26332,0.759,0.000830833,0.000830833,0.000830833
154,320.277,0.49737,0.7069,0.79854,0.56038,0.67995,0.60936,0.54715,0.46708,1.27817,0.76142,0.000825332,0.000825332,0.000825332
155,322.378,0.5259,2.54269,0.81513,0.60473,0.64194,0.6092,0.54144,0.47256,1.24712,0.75458,0.000819831,0.000819831,0.000819831
156,324.494,0.50863,0.79678,0.78919,0.58109,0.61671,0.59177,0.53233,0.45143,1.60232,0.7575,0.000814329,0.000814329,0.000814329
157,326.333,0.50505,0.69084,0.79669,0.60459,0.66773,0.64293,0.57338,0.47427,1.28674,0.76054,0.000808828,0.000808828,0.000808828
158,328.133,0.5073,0.72845,0.80483,0.5764,0.50743,0.53997,0.47804,0.46986,1.80756,0.7626,0.000803327,0.000803327,0.000803327
159,329.875,0.53178,0.77415,0.80496,0.56997,0.48214,0.54756,0.48759,0.47994,1.81481,0.76216,0.000797826,0.000797826,0.000797826
160,331.71,0.4993,0.74048,0.798,0.59867,0.62436,0.62015,0.56176,0.46461,1.15445,0.75989,0.000792325,0.000792325,0.000792325
161,333.496,0.52493,0.78917,0.79441,0.50665,0.60384,0.5749,0.51478,0.47101,1.57771,0.76215,0.000786824,0.000786824,0.000786824
162,335.5,0.5289,0.7656,0.78797,0.56623,0.6611,0.63393,0.55639,0.49982,1.15163,0.76243,0.000781323,0.000781323,0.000781323
163,337.672,0.50517,0.78528,0.7945,0.55677,0.62925,0.60331,0.53395,0.50128,1.23441,0.76217,0.000775822,0.000775822,0.000775822
164,339.977,0.49699,0.71328,0.80556,0.59851,0.53717,0.58375,0.52199,0.46656,1.71377,0.7593,0.000770321,0.000770321,0.000770321
165,341.815,0.52584,0.68455,0.79596,0.54434,0.53953,0.57279,0.51754,0.44625,1.69473,0.75848,0.00076482,0.00076482,0.00076482
166,343.586,0.49401,0.69856,0.79389,0.57745,0.5963,0.61187,0.55106,0.46725,1.3594,0.75622,0.000759318,0.000759318,0.000759318
167,345.351,0.49041,0.74524,0.79268,0.55613,0.52584,0.5783,0.52344,0.45208,1.73075,0.75935,0.000753817,0.000753817,0.000753817
168,347.167,0.48123,0.71314,0.79422,0.53442,0.70353,0.61927,0.55985,0.45223,1.20439,0.75507,0.000748316,0.000748316,0.000748316
169,348.927,0.49509,0.65476,0.79445,0.57188,0.70779,0.65175,0.58917,0.45908,1.11408,0.75685,0.000742815,0.000742815,0.000742815
170,350.704,0.50199,0.68049,0.79433,0.60058,0.56827,0.60325,0.545,0.45649,1.45199,0.75715,0.000737314,0.000737314,0.000737314
171,352.579,0.48718,0.72613,0.7989,0.54095,0.56696,0.58055,0.52044,0.47185,1.73651,0.75775,0.000731813,0.000731813,0.000731813
172,354.465,0.47224,0.63929,0.78894,0.56481,0.60077,0.57622,0.51521,0.46245,1.65585,0.75894,0.000726312,0.000726312,0.000726312
173,356.295,0.49764,0.69671,0.80122,0.55523,0.69954,0.60799,0.54021,0.4711,1.20685,0.76117,0.000720811,0.000720811,0.000720811
174,358.368,0.49233,0.71294,0.79424,0.54674,0.57334,0.5795,0.5168,0.46518,1.54842,0.76518,0.00071531,0.00071531,0.00071531
175,360.805,0.50155,0.66739,0.79173,0.54503,0.57717,0.5923,0.53054,0.46289,1.49038,0.75981,0.000709809,0.000709809,0.000709809
176,363.374,0.49157,0.70419,0.79801,0.56244,0.66473,0.64286,0.57479,0.46835,1.13056,0.75776,0.000704307,0.000704307,0.000704307
177,365.513,0.48043,0.65102,0.79852,0.55369,0.63484,0.63814,0.57199,0.45734,1.23794,0.75855,0.000698806,0.000698806,0.000698806
178,367.764,0.49056,0.67742,0.79056,0.57727,0.59597,0.60118,0.5373,0.49742,1.46571,0.76299,0.000693305,0.000693305,0.000693305
179,371.784,0.49216,0.67068,0.79381,0.528,0.58929,0.57786,0.52293,0.47359,1.52592,0.75869,0.000687804,0.000687804,0.000687804
180,373.654,0.49464,0.65172,0.78703,0.5527,0.5861,0.57419,0.51872,0.4548,1.35056,0.75502,0.000682303,0.000682303,0.000682303
181,375.966,0.49193,0.69023,0.79076,0.56646,0.63903,0.59831,0.54003,0.44285,1.41898,0.75453,0.000676802,0.000676802,0.000676802
182,378.157,0.49817,0.67839,0.79769,0.5554,0.58407,0.57287,0.51843,0.46016,1.61394,0.75615,0.000671301,0.000671301,0.000671301
183,380.115,0.48316,0.64929,0.78967,0.58246,0.62567,0.59864,0.54737,0.44228,1.3493,0.75532,0.0006658,0.0006658,0.0006658
184,381.928,0.47085,0.65916,0.78822,0.58063,0.59627,0.56618,0.5112,0.44851,1.33176,0.75882,0.000660299,0.000660299,0.000660299
185,383.577,0.49602,0.69694,0.79168,0.6497,0.50789,0.58697,0.53113,0.44886,1.54462,0.7572,0.000654798,0.000654798,0.000654798
186,385.27,0.48975,0.68054,0.7995,0.56078,0.60396,0.6118,0.54752,0.4766,1.42721,0.75979,0.000649297,0.000649297,0.000649297
